n,car,trace,detection_id,cell,progress,action,reason,fault_id,tx_hash,status,gas_used,block,latency_s
535,0,PVS 1,pothole_PVS1_frame_001849_0,6g5dkwcm,0.345,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
536,0,PVS 1,pothole_PVS1_frame_001850_0,6g5dkwcq,0.3452,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
537,2,PVS 7,pothole_PVS7_frame_001819_0,6g5dkwcm,0.3452,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
538,0,PVS 1,pothole_PVS1_frame_001851_0,6g5dkwcq,0.3453,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
539,1,PVS 4,pothole_PVS4_frame_002390_0,6g5dkrzw,0.3461,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
540,0,PVS 1,pothole_PVS1_frame_001859_0,6g5dkwcq,0.3468,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
541,2,PVS 7,pothole_PVS7_frame_001827_0,6g5dkwcm,0.3469,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
542,0,PVS 1,pothole_PVS1_frame_001860_0,6g5dkwcq,0.347,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
543,0,PVS 1,pothole_PVS1_frame_001862_0,6g5dkwcq,0.3474,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
544,0,PVS 1,pothole_PVS1_frame_001872_0,6g5dkwcr,0.3493,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
545,1,PVS 4,pothole_PVS4_frame_002406_0,6g5dkrzw,0.3494,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
546,0,PVS 1,pothole_PVS1_frame_001873_0,6g5dkwcr,0.3495,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
547,0,PVS 1,pothole_PVS1_frame_001876_0,6g5dkwcr,0.35,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
548,2,PVS 7,pothole_PVS7_frame_001844_0,6g5dkwcr,0.3504,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
549,2,PVS 7,pothole_PVS7_frame_001852_0,6g5dkwcr,0.3521,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
550,2,PVS 7,pothole_PVS7_frame_001860_0,6g5dkx10,0.3538,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
551,2,PVS 7,pothole_PVS7_frame_001861_0,6g5dkx10,0.354,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
552,2,PVS 7,pothole_PVS7_frame_001867_0,6g5dkx11,0.3553,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
553,0,PVS 1,pothole_PVS1_frame_001907_0,6g5dkx14,0.3559,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
554,1,PVS 4,pothole_PVS4_frame_002438_0,6g5dkrzm,0.3559,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
555,0,PVS 1,pothole_PVS1_frame_001908_0,6g5dkx14,0.356,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
556,0,PVS 1,pothole_PVS1_frame_001909_0,6g5dkx14,0.3562,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
557,0,PVS 1,pothole_PVS1_frame_001912_0,6g5dkx14,0.3568,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
558,2,PVS 7,pothole_PVS7_frame_001876_0,6g5dkx14,0.3572,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
559,0,PVS 1,pothole_PVS1_frame_001920_0,6g5dkx15,0.3583,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
560,0,PVS 1,pothole_PVS1_frame_001921_0,6g5dkx15,0.3585,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
561,0,PVS 1,pothole_PVS1_frame_001922_0,6g5dkx15,0.3587,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
562,2,PVS 7,pothole_PVS7_frame_001883_0,6g5dkx14,0.3587,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
563,2,PVS 7,pothole_PVS7_frame_001884_0,6g5dkx14,0.3589,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
564,2,PVS 7,pothole_PVS7_frame_001885_0,6g5dkx14,0.3591,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
565,2,PVS 7,pothole_PVS7_frame_001886_0,6g5dkx14,0.3593,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
566,2,PVS 7,pothole_PVS7_frame_001888_0,6g5dkx14,0.3597,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
567,0,PVS 1,pothole_PVS1_frame_001932_0,6g5dkx15,0.3605,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
568,2,PVS 7,pothole_PVS7_frame_001899_0,6g5dkx15,0.3621,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
569,1,PVS 4,pothole_PVS4_frame_002470_0,6g5dkryg,0.3624,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
570,0,PVS 1,pothole_PVS1_frame_001942_0,6g5dkx1h,0.3624,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
571,0,PVS 1,pothole_PVS1_frame_001943_0,6g5dkx1h,0.3626,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
572,1,PVS 4,pothole_PVS4_frame_002472_0,6g5dkryg,0.3628,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
573,0,PVS 1,pothole_PVS1_frame_001949_0,6g5dkx1h,0.3637,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
574,0,PVS 1,pothole_PVS1_frame_001950_0,6g5dkx1h,0.3639,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
575,2,PVS 7,pothole_PVS7_frame_001908_0,6g5dkx15,0.364,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
576,1,PVS 4,pothole_PVS4_frame_002481_0,6g5dkryg,0.3646,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
577,2,PVS 7,pothole_PVS7_frame_001912_0,6g5dkx15,0.3648,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
578,2,PVS 7,pothole_PVS7_frame_001913_0,6g5dkx15,0.365,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
579,0,PVS 1,pothole_PVS1_frame_001956_0,6g5dkx0v,0.3651,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
580,2,PVS 7,pothole_PVS7_frame_001914_0,6g5dkx15,0.3652,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
581,1,PVS 4,pothole_PVS4_frame_002484_0,6g5dkryg,0.3652,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
582,0,PVS 1,pothole_PVS1_frame_001958_0,6g5dkx0v,0.3654,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
583,1,PVS 4,pothole_PVS4_frame_002485_0,6g5dkryg,0.3654,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
584,0,PVS 1,pothole_PVS1_frame_001959_0,6g5dkx0v,0.3656,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
585,1,PVS 4,pothole_PVS4_frame_002490_0,6g5dkryf,0.3665,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
586,0,PVS 1,pothole_PVS1_frame_001964_0,6g5dkx0y,0.3666,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
587,1,PVS 4,pothole_PVS4_frame_002491_0,6g5dkryd,0.3667,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
588,2,PVS 7,pothole_PVS7_frame_001921_0,6g5dkx1h,0.3667,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
589,0,PVS 1,pothole_PVS1_frame_001965_0,6g5dkx0y,0.3667,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
590,1,PVS 4,pothole_PVS4_frame_002492_0,6g5dkryd,0.3669,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
591,2,PVS 7,pothole_PVS7_frame_001922_0,6g5dkx1h,0.3669,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
592,1,PVS 4,pothole_PVS4_frame_002493_0,6g5dkryd,0.3671,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
593,0,PVS 1,pothole_PVS1_frame_001967_0,6g5dkx0y,0.3671,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
594,0,PVS 1,pothole_PVS1_frame_001968_0,6g5dkx0y,0.3673,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
595,0,PVS 1,pothole_PVS1_frame_001969_0,6g5dkx0y,0.3675,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
596,0,PVS 1,pothole_PVS1_frame_001971_0,6g5dkx0y,0.3679,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
597,0,PVS 1,pothole_PVS1_frame_001972_0,6g5dkx0y,0.3681,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
598,2,PVS 7,pothole_PVS7_frame_001928_0,6g5dkx1h,0.3682,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
599,0,PVS 1,pothole_PVS1_frame_001974_0,6g5dkx0y,0.3684,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
600,0,PVS 1,pothole_PVS1_frame_001975_0,6g5dkx0z,0.3686,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
601,0,PVS 1,pothole_PVS1_frame_001976_0,6g5dkx0z,0.3688,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
602,0,PVS 1,pothole_PVS1_frame_001978_0,6g5dkx0z,0.3692,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
603,2,PVS 7,pothole_PVS7_frame_001933_0,6g5dkx0v,0.3692,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
604,2,PVS 7,pothole_PVS7_frame_001934_0,6g5dkx0v,0.3695,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
605,0,PVS 1,pothole_PVS1_frame_001981_0,6g5dkx0z,0.3697,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
606,2,PVS 7,pothole_PVS7_frame_001936_0,6g5dkx0v,0.3699,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
607,2,PVS 7,pothole_PVS7_frame_001937_0,6g5dkx0v,0.3701,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
608,0,PVS 1,pothole_PVS1_frame_001983_0,6g5dkx0z,0.3701,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
609,2,PVS 7,pothole_PVS7_frame_001938_0,6g5dkx0v,0.3703,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
610,0,PVS 1,pothole_PVS1_frame_001984_0,6g5dkx0z,0.3703,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
611,0,PVS 1,pothole_PVS1_frame_001985_0,6g5dkx0z,0.3705,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
612,0,PVS 1,pothole_PVS1_frame_001986_0,6g5dkx2b,0.3707,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
613,0,PVS 1,pothole_PVS1_frame_001990_0,6g5dkx2b,0.3714,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
614,0,PVS 1,pothole_PVS1_frame_001991_0,6g5dkx2b,0.3716,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
615,0,PVS 1,pothole_PVS1_frame_001994_0,6g5dkx2b,0.3722,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
616,0,PVS 1,pothole_PVS1_frame_001997_0,6g5dkx2c,0.3727,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
617,2,PVS 7,pothole_PVS7_frame_001951_0,6g5dkx0z,0.373,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
618,0,PVS 1,pothole_PVS1_frame_001999_0,6g5dkx2c,0.3731,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
619,2,PVS 7,pothole_PVS7_frame_001952_0,6g5dkx0z,0.3733,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
620,2,PVS 7,pothole_PVS7_frame_001955_0,6g5dkx0z,0.3739,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
621,0,PVS 1,pothole_PVS1_frame_002005_0,6g5dkx2c,0.3742,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
622,0,PVS 1,pothole_PVS1_frame_002006_0,6g5dkx2c,0.3744,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
623,2,PVS 7,pothole_PVS7_frame_001958_0,6g5dkx0z,0.3745,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
624,2,PVS 7,pothole_PVS7_frame_001959_0,6g5dkx2b,0.3747,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
625,2,PVS 7,pothole_PVS7_frame_001960_0,6g5dkx2b,0.3749,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
626,2,PVS 7,pothole_PVS7_frame_001966_0,6g5dkx2b,0.3762,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
627,2,PVS 7,pothole_PVS7_frame_001967_0,6g5dkx2b,0.3764,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
628,0,PVS 1,pothole_PVS1_frame_002017_0,6g5dkx2d,0.3765,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
629,2,PVS 7,pothole_PVS7_frame_001968_0,6g5dkx2b,0.3766,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
630,0,PVS 1,pothole_PVS1_frame_002018_0,6g5dkx2d,0.3767,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
631,2,PVS 7,pothole_PVS7_frame_001971_0,6g5dkx2c,0.3773,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
632,0,PVS 1,pothole_PVS1_frame_002023_0,6g5dkx2d,0.3776,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
633,2,PVS 7,pothole_PVS7_frame_001973_0,6g5dkx2c,0.3777,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
634,0,PVS 1,pothole_PVS1_frame_002024_0,6g5dkx2d,0.3778,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
635,0,PVS 1,pothole_PVS1_frame_002025_0,6g5dkx2d,0.378,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
636,2,PVS 7,pothole_PVS7_frame_001977_0,6g5dkx2c,0.3785,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
637,0,PVS 1,pothole_PVS1_frame_002028_0,6g5dkx2d,0.3786,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
638,2,PVS 7,pothole_PVS7_frame_001979_0,6g5dkx29,0.379,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
639,0,PVS 1,pothole_PVS1_frame_002031_0,6g5dkx2e,0.3791,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
640,2,PVS 7,pothole_PVS7_frame_001980_0,6g5dkx29,0.3792,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
641,0,PVS 1,pothole_PVS1_frame_002032_0,6g5dkx2e,0.3793,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
642,2,PVS 7,pothole_PVS7_frame_001981_0,6g5dkx29,0.3794,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
643,2,PVS 7,pothole_PVS7_frame_001982_0,6g5dkx2d,0.3796,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
644,0,PVS 1,pothole_PVS1_frame_002034_0,6g5dkx2e,0.3797,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
645,0,PVS 1,pothole_PVS1_frame_002035_0,6g5dkx2e,0.3799,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
646,2,PVS 7,pothole_PVS7_frame_001984_0,6g5dkx2d,0.38,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
647,2,PVS 7,pothole_PVS7_frame_001985_0,6g5dkx2d,0.3802,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
648,0,PVS 1,pothole_PVS1_frame_002038_0,6g5dkx2e,0.3804,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
649,0,PVS 1,pothole_PVS1_frame_002039_0,6g5dkx2e,0.3806,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
650,0,PVS 1,pothole_PVS1_frame_002040_0,6g5dkx2e,0.3808,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
651,0,PVS 1,pothole_PVS1_frame_002041_0,6g5dkx2e,0.381,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
652,2,PVS 7,pothole_PVS7_frame_001989_0,6g5dkx2d,0.3811,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
653,0,PVS 1,pothole_PVS1_frame_002042_0,6g5dkx2e,0.3812,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
654,1,PVS 4,pothole_PVS4_frame_002563_0,6g5dkrwr,0.3813,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
655,0,PVS 1,pothole_PVS1_frame_002043_0,6g5dkx2e,0.3814,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
656,0,PVS 1,pothole_PVS1_frame_002044_0,6g5dkx2e,0.3816,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
657,0,PVS 1,pothole_PVS1_frame_002045_0,6g5dkx2e,0.3818,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
658,1,PVS 4,pothole_PVS4_frame_002566_0,6g5dkrwq,0.3819,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
659,1,PVS 4,pothole_PVS4_frame_002567_0,6g5dkrwq,0.3821,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
660,0,PVS 1,pothole_PVS1_frame_002047_0,6g5dkx2e,0.3821,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
661,0,PVS 1,pothole_PVS1_frame_002050_0,6g5dkx2e,0.3827,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
662,1,PVS 4,pothole_PVS4_frame_002570_0,6g5dkrwq,0.3827,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
663,1,PVS 4,pothole_PVS4_frame_002571_0,6g5dkrwq,0.3829,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
664,0,PVS 1,pothole_PVS1_frame_002058_0,6g5dkx2s,0.3842,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
665,2,PVS 7,pothole_PVS7_frame_002004_0,6g5dkx2e,0.3842,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
666,2,PVS 7,pothole_PVS7_frame_002005_0,6g5dkx2e,0.3845,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
667,0,PVS 1,pothole_PVS1_frame_002060_0,6g5dkx2s,0.3846,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
668,2,PVS 7,pothole_PVS7_frame_002006_0,6g5dkx2e,0.3847,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
669,1,PVS 4,pothole_PVS4_frame_002582_0,6g5dkrwq,0.3852,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
670,0,PVS 1,pothole_PVS1_frame_002066_0,6g5dkx2t,0.3857,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
671,0,PVS 1,pothole_PVS1_frame_002067_0,6g5dkx2t,0.3859,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
672,2,PVS 7,pothole_PVS7_frame_002012_0,6g5dkx2e,0.3859,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
673,2,PVS 7,pothole_PVS7_frame_002013_0,6g5dkx2e,0.3861,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
674,2,PVS 7,pothole_PVS7_frame_002015_0,6g5dkx2e,0.3866,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
675,2,PVS 7,pothole_PVS7_frame_002017_0,6g5dkx2s,0.387,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
676,0,PVS 1,pothole_PVS1_frame_002075_0,6g5dkx2t,0.3874,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
677,2,PVS 7,pothole_PVS7_frame_002019_0,6g5dkx2s,0.3874,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
678,0,PVS 1,pothole_PVS1_frame_002076_0,6g5dkx2w,0.3876,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
679,2,PVS 7,pothole_PVS7_frame_002020_0,6g5dkx2s,0.3876,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
680,0,PVS 1,pothole_PVS1_frame_002077_0,6g5dkx2w,0.3878,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
681,0,PVS 1,pothole_PVS1_frame_002081_0,6g5dkx2w,0.3885,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
682,0,PVS 1,pothole_PVS1_frame_002082_0,6g5dkx2w,0.3887,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
683,1,PVS 4,pothole_PVS4_frame_002606_0,6g5dkrws,0.39,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
684,1,PVS 4,pothole_PVS4_frame_002607_0,6g5dkrws,0.3902,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
685,1,PVS 4,pothole_PVS4_frame_002608_0,6g5dkrws,0.3904,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
686,0,PVS 1,pothole_PVS1_frame_002094_0,6g5dkx2r,0.391,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
687,1,PVS 4,pothole_PVS4_frame_002611_0,6g5dkrws,0.3911,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
688,1,PVS 4,pothole_PVS4_frame_002612_0,6g5dkrws,0.3913,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
689,0,PVS 1,pothole_PVS1_frame_002096_0,6g5dkx2r,0.3913,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
690,2,PVS 7,pothole_PVS7_frame_002038_0,6g5dkx2w,0.3914,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
691,1,PVS 4,pothole_PVS4_frame_002613_0,6g5dkrws,0.3915,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
692,2,PVS 7,pothole_PVS7_frame_002039_0,6g5dkx2w,0.3916,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
693,2,PVS 7,pothole_PVS7_frame_002040_0,6g5dkx2w,0.3918,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
694,1,PVS 4,pothole_PVS4_frame_002615_0,6g5dkrws,0.3919,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
695,0,PVS 1,pothole_PVS1_frame_002099_0,6g5dkx2r,0.3919,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
696,1,PVS 4,pothole_PVS4_frame_002616_0,6g5dkrws,0.3921,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
697,0,PVS 1,pothole_PVS1_frame_002100_0,6g5dkx2r,0.3921,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
698,0,PVS 1,pothole_PVS1_frame_002101_0,6g5dkx2r,0.3923,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
699,2,PVS 7,pothole_PVS7_frame_002042_0,6g5dkx2w,0.3923,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
700,1,PVS 4,pothole_PVS4_frame_002617_0,6g5dkrws,0.3923,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
701,0,PVS 1,pothole_PVS1_frame_002102_0,6g5dkx82,0.3925,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
702,1,PVS 4,pothole_PVS4_frame_002619_0,6g5dkrws,0.3927,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
703,2,PVS 7,pothole_PVS7_frame_002045_0,6g5dkx2w,0.3929,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
704,2,PVS 7,pothole_PVS7_frame_002046_0,6g5dkx2w,0.3931,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
705,2,PVS 7,pothole_PVS7_frame_002047_0,6g5dkx2w,0.3933,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
706,0,PVS 1,pothole_PVS1_frame_002107_0,6g5dkx82,0.3934,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
707,2,PVS 7,pothole_PVS7_frame_002048_0,6g5dkx2w,0.3935,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
708,0,PVS 1,pothole_PVS1_frame_002108_0,6g5dkx82,0.3936,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
709,2,PVS 7,pothole_PVS7_frame_002049_0,6g5dkx2q,0.3937,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
710,0,PVS 1,pothole_PVS1_frame_002109_0,6g5dkx82,0.3938,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
711,1,PVS 4,pothole_PVS4_frame_002625_0,6g5dkrws,0.3939,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
712,0,PVS 1,pothole_PVS1_frame_002110_0,6g5dkx82,0.394,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
713,2,PVS 7,pothole_PVS7_frame_002050_0,6g5dkx2q,0.394,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
714,2,PVS 7,pothole_PVS7_frame_002051_0,6g5dkx2q,0.3942,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
715,2,PVS 7,pothole_PVS7_frame_002052_0,6g5dkx2q,0.3944,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
716,2,PVS 7,pothole_PVS7_frame_002053_0,6g5dkx2r,0.3946,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
717,2,PVS 7,pothole_PVS7_frame_002054_0,6g5dkx2r,0.3948,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
718,2,PVS 7,pothole_PVS7_frame_002055_0,6g5dkx2r,0.395,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
719,2,PVS 7,pothole_PVS7_frame_002056_0,6g5dkx2r,0.3952,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
720,0,PVS 1,pothole_PVS1_frame_002117_0,6g5dkx82,0.3953,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
721,0,PVS 1,pothole_PVS1_frame_002119_0,6g5dkx83,0.3956,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
722,2,PVS 7,pothole_PVS7_frame_002058_0,6g5dkx2r,0.3956,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
723,0,PVS 1,pothole_PVS1_frame_002120_0,6g5dkx83,0.3958,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
724,2,PVS 7,pothole_PVS7_frame_002059_0,6g5dkx2r,0.3959,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
725,0,PVS 1,pothole_PVS1_frame_002121_0,6g5dkx83,0.396,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
726,2,PVS 7,pothole_PVS7_frame_002060_0,6g5dkx2r,0.3961,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
